会社ID,会社名,地域,都道府県,本社所在地,営業エリア,戸建て取扱,収益不動産取扱,その他取扱物件,問い合わせフォーム,公式URL,問い合わせURL,サービスURL,電話番号,特徴・強み,根拠URL,確認日,確認状態,優先度,備考,事業者区分,公開メールアドレス,公式サイト確信度,公式サイトスコア,物上げ適性スコア,物上げ適性シグナル
RE-MLIT-40-00000098,西日本住宅株式会社,九州・沖縄,福岡県,要確認,福岡県,要確認,要確認,土地・賃貸管理,あり,https://nishinihonjyutaku.jimdofree.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/,https://nishinihonjyutaku.jimdofree.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,https://nishinihonjyutaku.jimdofree.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/,092-741-5725,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（20点: 売主・オーナー直結・問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=40&pageCount=1&pageListNo1=1&pageListNo2=1 | https://nishinihonjyutaku.jimdofree.com/%E4%BC%9A%E7%A4%BE%E6%A1%88%E5%86%85/%E4%BC%9A%E7%A4%BE%E6%A6%82%E8%A6%81/ | https://nishinihonjyutaku.jimdofree.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,2026-08-19,自動確認済み,C,免許行政庁: 福岡県; 免許番号: 第000098号; 自動追加日: 2026-08-13; 公式サイト自動確認日: 2026-08-19,宅地建物取引業者,要確認,高,85,20,売主・オーナー直結・問い合わせ導線
RE-MLIT-40-00000708,親和産業株式会社,九州・沖縄,福岡県,要確認,福岡県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=40&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-13,公的登録確認・公式サイト要確認,B,免許行政庁: 福岡県; 免許番号: 第000708号; 自動追加日: 2026-08-13,宅地建物取引業者,,,,,
RE-0017,株式会社ハウスドゥ・ジャパン,全国,京都府,京都府京都市中京区,全国,あり,要確認,マンション・土地・事業用・買取・リースバック,あり,https://www.housedo.com/,https://www.housedo.com/contact/,https://www.housedo.com/house/,要確認,全国店舗網と戸建て売買・買取サービス,https://www.housedo.com/,2026-07-15,一部確認,B,収益不動産の取扱は店舗単位で追加確認,,,,,,
RE-MLIT-00-00000035,ホンダ開発株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000035号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000011,三井不動産株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000011号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000001,三井住友建設株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000001号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000019,三谷不動産株式会社,全国,全国,要確認,全国,要確認,要確認,マンション・土地・事業用,あり,https://www.go-mitani.co.jp/,https://www.go-mitani.co.jp/,https://www.go-mitani.co.jp/,0776-23-2300,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1 | https://www.go-mitani.co.jp/,2026-08-14,自動確認済み,C,免許行政庁: 国土交通大臣; 免許番号: 第000019号; 自動追加日: 2026-08-08; 公式サイト自動確認日: 2026-08-14,宅地建物取引業者,要確認,高,85,5,問い合わせ導線
RE-MLIT-00-00000015,光正不動産株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000015号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000022,富士観光開発株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000022号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000002,有限会社一水社不動産部,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000002号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000006,東京建物株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000006号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000028,東和地所建設株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000028号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-MLIT-00-00000012,神田土地建物株式会社,全国,全国,要確認,全国,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-08,公的登録確認・公式サイト要確認,B,免許行政庁: 国土交通大臣; 免許番号: 第000012号; 自動追加日: 2026-08-08,宅地建物取引業者,,,,,
RE-0005,株式会社センチュリー21・ジャパン,全国,東京都,東京都港区,全国の加盟店,あり,あり,マンション・土地・事業用・賃貸,あり,https://www.century21.jp/,https://www.century21.jp/contact,https://www.century21.jp/biz/,要確認,全国の独立加盟店ネットワーク。戸建て・事業投資用物件を検索可能,https://www.century21.jp/biz/kanagawa/14205/detail/159701-46167 | https://www.century21.jp/biz/chiba/12225/detail/161601-8706,2026-07-15,確認済み,A,実際の取扱範囲・免許・連絡先は加盟店単位で確認,,,,,,
RE-0014,株式会社大京穴吹不動産,全国,東京都,東京都渋谷区,全国主要都市,あり,あり,マンション・土地・一棟レジデンス・事業用・賃貸管理,あり,https://www.daikyo-anabuki.co.jp/,https://www.daikyo-anabuki.co.jp/contact/,https://www.daikyo-anabuki.co.jp/sumai/invesment/,0120-988-264,全国店舗網と売買・賃貸・投資事業用窓口を持つ,https://www.daikyo-anabuki.co.jp/contact/ | https://www.daikyo-anabuki.co.jp/company/,2026-07-15,確認済み,A,法人向け投資・事業用窓口は専用問い合わせ先,,,,,,
RE-MLIT-01-00000138,エス・テー・ビー興発株式会社,北海道・東北,北海道,要確認,北海道,あり,要確認,事業用,要確認,https://www.kensetumap.com/company/675155/profile.php,要確認,https://www.kensetumap.com/company/675155/profile.php,011-281-2545,公式サイト自動確認（確信度中・75点）。戸建て取扱表記あり,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1 | https://www.kensetumap.com/company/675155/profile.php,2026-08-15,一部自動確認,C,免許行政庁: 北海道; 免許番号: 第000138号; 自動追加日: 2026-08-09; 公式サイト自動確認日: 2026-08-15,宅地建物取引業者,要確認,中,75,0,
RE-MLIT-01-00000237,北海道勤労者住宅生活協同組合,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000237号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
RE-MLIT-01-00000014,北海道特産農事株式会社,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000014号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
RE-MLIT-01-00000230,手稲不動産株式会社,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000230号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
RE-MLIT-01-00000168,札幌ホーム株式会社,北海道・東北,北海道,要確認,北海道,要確認,要確認,土地・事業用,要確認,https://kaisharesearch.com/company/detail/1430001020275/,要確認,https://kaisharesearch.com/company/detail/1430001020275/,要確認,公式サイト自動確認（確信度中・75点）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1 | https://kaisharesearch.com/company/detail/1430001020275/,2026-08-15,一部自動確認,C,免許行政庁: 北海道; 免許番号: 第000168号; 自動追加日: 2026-08-09; 公式サイト自動確認日: 2026-08-15,宅地建物取引業者,要確認,中,75,0,
RE-MLIT-01-00000064,東京拓地株式会社,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000064号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
RE-MLIT-01-00000207,株式会社 じょうてつ,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000207号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
RE-MLIT-01-00000059,株式会社伊藤組,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000059号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
RE-MLIT-01-00000108,株式会社大光,北海道・東北,北海道,要確認,北海道,要確認,要確認,事業用,あり,https://compalyze.co.jp/company/4430001041913,https://compalyze.co.jp/contact,https://compalyze.co.jp/company/4430001041913,要確認,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1 | https://compalyze.co.jp/company/4430001041913 | https://compalyze.co.jp/contact,2026-08-15,自動確認済み,C,免許行政庁: 北海道; 免許番号: 第000108号; 自動追加日: 2026-08-09; 公式サイト自動確認日: 2026-08-15,宅地建物取引業者,要確認,高,100,5,問い合わせ導線
RE-0012,株式会社常口アトム,北海道・東北,北海道,北海道札幌市中央区,北海道,あり,あり,マンション・土地・賃貸管理・リフォーム,あり,https://www.jogjog.com/,https://www.jogjog.com/inquiry/,https://www.jogjog.com/kikaku/investment/,011-272-0059,北海道の総合不動産会社で投資相談窓口を持つ,https://www.jogjog.com/kikaku/investment/ | https://www.jogjog.com/inquiry/,2026-07-15,一部確認,A,売買戸建ての具体的掲載URLは追加確認,,,,,,
RE-MLIT-01-00000252,珊慶興産株式会社,北海道・東北,北海道,要確認,北海道,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,2026-08-09,公的登録確認・公式サイト要確認,B,免許行政庁: 北海道; 免許番号: 第000252号; 自動追加日: 2026-08-09,宅地建物取引業者,,,,,
