候補ID,免許行政庁,免許番号,会社名,都道府県,発見日,発見元URL,状態,試行回数,最終試行日,公式URL候補,メモ
MLIT-07-00001531,福島県,001531,田村産業株式会社,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-31,,国土交通省公開検索から自動発見
MLIT-07-00001532,福島県,001532,アールアンドエイチいわき,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-31,,国土交通省公開検索から自動発見
MLIT-07-00001537,福島県,001537,アイワ都市開発有限会社,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-08-31,,国土交通省公開検索から自動発見
MLIT-07-00001550,福島県,001550,有限会社太健地所,福島県,2026-08-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=07&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000007,新潟県,000007,マルヒロ不動産株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000032,新潟県,000032,株式会社豊地,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000034,新潟県,000034,東洋不動産株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000085,新潟県,000085,北日本興業株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000099,新潟県,000099,富士興産株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000122,新潟県,000122,株式会社俵屋不動産商会,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-01,,国土交通省公開検索から自動発見
MLIT-15-00000131,新潟県,000131,有限会社アイ・フロンティアパートナーズ,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-15-00000214,新潟県,000214,昭和不動産株式会社,新潟県,2026-08-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=15&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-16-00000078,富山県,000078,日本都市開発コンサルティング株式会社,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-16-00000122,富山県,000122,富山ファースト・エステート株式会社 ※,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-16-00000277,富山県,000277,川口建築不動産部 ※,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-16-00000282,富山県,000282,有限会社新富不動産,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-16-00000285,富山県,000285,塩谷建設株式会社,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-02,,国土交通省公開検索から自動発見
MLIT-16-00000356,富山県,000356,株式会社加藤建材,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-03,,国土交通省公開検索から自動発見
MLIT-16-00000362,富山県,000362,米原商事株式会社,富山県,2026-08-24,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=16&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-03,,国土交通省公開検索から自動発見
MLIT-17-00000052,石川県,000052,有限会社晴園商会,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-03,,国土交通省公開検索から自動発見
MLIT-17-00000094,石川県,000094,百番不動産商事株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-03,,国土交通省公開検索から自動発見
MLIT-17-00000121,石川県,000121,株式会社シィー・プランニング,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-03,,国土交通省公開検索から自動発見
MLIT-17-00000131,石川県,000131,芙蓉商事株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-04,,国土交通省公開検索から自動発見
MLIT-17-00000541,石川県,000541,坂井商事株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-04,,国土交通省公開検索から自動発見
MLIT-17-00000552,石川県,000552,シーダーホームズ株式会社,石川県,2026-08-25,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=17&pageCount=1&pageListNo1=1&pageListNo2=1,公式サイト未特定・再試行,1,2026-09-04,,国土交通省公開検索から自動発見
MLIT-11-00000152,埼玉県,000152,大和屋株式会社,埼玉県,2026-07-21,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-07-22,https://www.yamatoya-kk.co.jp/saiyou/,公式サイトを自動確認
MLIT-12-00000184,千葉県,000184,有限会社京葉ビル,千葉県,2026-07-22,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-07-23,https://estate.sesh.jp/corp/detail/108313,公式サイトを自動確認
MLIT-08-00000203,茨城県,000203,関東鉄道株式会社,茨城県,2026-07-23,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-07-25,https://www.kantetsu.co.jp/realestate/,公式サイトを自動確認。問い合わせ導線あり
MLIT-13-00001005,東京都,001005,有限会社 大竹商事,東京都,2026-07-26,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=13&pageCount=2&pageListNo1=2&pageListNo2=2,公式確認済み,1,2026-07-28,https://www.ootake-shoji.co.jp/new_info/20260727info/,公式サイトを自動確認。問い合わせ導線あり
MLIT-11-00001778,埼玉県,001778,有限会社いりそ不動産,埼玉県,2026-07-28,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=11&pageCount=2&pageListNo1=2&pageListNo2=2,公式確認済み,1,2026-07-31,https://www.shamaison.com/saitama/shop/area/11215/2012100011123/,公式サイトを自動確認。戸建て取扱表記あり。問い合わせ導線あり
MLIT-12-00001770,千葉県,001770,一般財団法人千葉県まちづくり公社,千葉県,2026-07-29,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=2&pageListNo1=2&pageListNo2=2,公式確認済み,1,2026-08-01,https://www.cue-net.or.jp/index.html,公式サイトを自動確認。問い合わせ導線あり
MLIT-08-00001278,茨城県,001278,大みか不動産株式会社,茨城県,2026-07-30,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=2&pageListNo1=2&pageListNo2=2,公式確認済み,1,2026-08-02,https://omika.jp/company/,公式サイトを自動確認。問い合わせ導線あり
MLIT-14-00002693,神奈川県,002693,中央商事不動産,神奈川県,2026-08-03,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-06,https://www.kanagawa-takken.com/detail/00071400302,公式サイト自動確認（確信度中・75点）
MLIT-12-00002638,千葉県,002638,市川市農業協同組合,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-09,https://www.icbs.co.jp/,公式サイト自動確認（確信度中・70点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-12-00002653,千葉県,002653,株式会社三光建設,千葉県,2026-08-05,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=12&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-09,https://kaisharesearch.com/company/detail/8040001065618/,公式サイト自動確認（確信度中・75点）
MLIT-08-00002403,茨城県,002403,株式会社茨城サービスエンジニアリング,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-10,https://www.ibaraki-service.jp/company/,公式サイト自動確認（確信度中・75点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-08-00002407,茨城県,002407,冨岡ハウス有限会社,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-10,https://data-link-plus.com/jp/corporation/5050002042304,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-08-00002415,茨城県,002415,有限会社日商,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-10,https://nissyou-hoken.co.jp/,公式サイト自動確認（確信度高・95点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-08-00002441,茨城県,002441,有限会社丸栄ホーム,茨城県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=08&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-10,https://estate.sesh.jp/corp/detail/120292,公式サイト自動確認（確信度中・75点）
MLIT-09-00001793,栃木県,001793,松本不動産,栃木県,2026-08-06,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=09&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-12,https://www.matsumoto-fudousan.co.jp/,公式サイト自動確認（確信度高・85点）。戸建て取扱表記あり。問い合わせ導線あり。公開法人メール: info@matsumoto-fudousan.co.jp。物上げ適性C（5点: 問い合わせ導線）
MLIT-10-00001972,群馬県,001972,株式会社阿部工務店,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-12,https://www.koyou.pref.shizuoka.jp/employment/detail/9908,公式サイト自動確認（確信度中・80点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-10-00001977,群馬県,001977,浅間観光開発株式会社,群馬県,2026-08-07,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,公式確認済み,1,2026-08-12,https://kaisharesearch.com/company/detail/9070001023646/,公式サイト自動確認（確信度中・75点）
MLIT-00-00000019,国土交通大臣,000019,三谷不動産株式会社,全国,2026-08-08,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=00&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-14,https://www.go-mitani.co.jp/,公式サイト自動確認（確信度高・85点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-01-00000108,北海道,000108,株式会社大光,北海道,2026-08-09,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-15,https://compalyze.co.jp/company/4430001041913,公式サイト自動確認（確信度高・100点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）
MLIT-01-00000138,北海道,000138,エス・テー・ビー興発株式会社,北海道,2026-08-09,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-15,https://www.kensetumap.com/company/675155/profile.php,公式サイト自動確認（確信度中・75点）。戸建て取扱表記あり
MLIT-01-00000168,北海道,000168,札幌ホーム株式会社,北海道,2026-08-09,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=01&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-15,https://kaisharesearch.com/company/detail/1430001020275/,公式サイト自動確認（確信度中・75点）
MLIT-04-00000172,宮城県,000172,渡幸株式会社,宮城県,2026-08-10,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=04&pageCount=1&pageListNo1=1&pageListNo2=1,公式確認済み,1,2026-08-17,https://kaisharesearch.com/company/detail/6370001004288/,公式サイト自動確認（確信度中・75点）
